0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.5641760735831269,0.41009055627273483,0.024882547415870704,0.062054631828971196,0.49990132877250915,0.018133785590805473,0.8056847545219625,0.501833740831259,0.0064807483651776465,0.2770996093748863,0.5435522177290295,0.012892607324090477,0.19719148513868845,0.23378454596718257,0.013617774779746128,0.588695767546767,0.9015822784808734,0.010970344680970356,0.4879720641488916,0.9446437724243424,0.001904036557505151,0.4033444816051315,0.01639344261639053,0.0,0.5527891111254917,0.27138047320840997,0.6770064819583013,0.2451129305335371,0.34007978971007446,0.6129475628242744,0.4896324976532469,0.4021002923537935
0.49781998447119236,0.6558861578250799,0.06803549678085119,0.144180522565307,0.8570253913959078,0.3071328397638666,0.8439922480619941,0.630517307939769,0.05944107210932259,0.03771972656244316,0.49496116567175363,0.028699766835771356,0.249689872475642,0.24929498025926478,0.019520215860751478,0.4960859758523668,0.9006329113922789,0.007431523816165964,0.4837687532332211,0.959507944643974,0.020563594821169318,0.4428093645484523,0.03278688524005702,0.003591160221105838,0.8240631115417045,0.4286798790060118,0.6625442598268734,0.040985569475679995,0.37292322050672055,0.543485919251907,0.48710846573501954,0.4278836597060831
0.4668219554440043,0.34023285898911126,0.03184270053935734,0.5392517814727285,0.482600973556103,1.0,0.595413436692553,0.7452708789087268,0.06284273188472866,0.26861572265619316,0.49342063033574846,0.01844740090515984,0.08956482905782082,0.225606316976382,0.011088157173546165,0.0048427756401281385,0.8999999999998636,0.015641588222649716,0.9902353854112107,0.9646335212712529,0.018913429804456428,0.40685618729088446,0.0,0.000828729281863616,0.4831597043089175,0.7445481682152746,0.5365377909987643,0.23340539943094996,0.24141846840998937,0.1008337425539878,0.9887573349521972,0.3280712897016542
0.4717792510302843,0.591203104786473,0.027144597181063546,0.53426365795724,0.4839165899224156,1.0,0.5060077519380002,0.5591300990863317,0.05454385501897718,0.43157958984366473,0.49727196867581824,0.009498011246733995,0.03701682131696771,0.20981387478821034,0.010244951304869687,0.38005837866518277,0.8943829113922561,0.019534291174153395,0.5886575271598247,0.9482316760629601,0.017390200558224933,0.40685618729088446,0.0,0.0,0.4790316064867426,0.5444801249389997,0.4729495317613157,0.38567196472499177,0.1956250136487938,0.43281486858680296,0.5888797422518337,0.4207663255064631
0.4595950546497818,0.6015523932710494,0.06298938576634328,0.5209619952494222,0.48628469938161345,1.0,0.47984496124027487,0.3677132930124003,0.007624409841341162,0.63739013671875,0.5461839655947074,0.01446989439033075,0.041333796457138305,0.14241398759133972,0.007968295459335195,0.8146477378266468,0.8977848101264954,0.013659848538395636,0.20854888773916969,0.9384930804715168,0.01878649403391819,0.40685618729088446,0.0,0.0,0.4744811677943659,0.36998440976529423,0.4845493631107445,0.541532345173664,0.20366605098402601,0.8321599376561153,0.20803796935857122,0.41009032420714675
0.7111031475840548,0.7567917205687991,0.058291282408106326,0.2611638954868738,0.7560189448756773,0.2472522096474279,0.37713178294566774,0.45547548578035446,0.029676549074849845,0.6760253906250284,0.5265421400603998,0.008812234261370122,0.06902198183905739,0.15002820078950663,0.00889582191489069,0.8889478572375538,0.9029272151897771,0.011182673933035403,0.32326694257625377,0.9400307534594958,0.012693577049844862,0.5193979933109745,0.0,0.00041436464096022974,0.8212623707400581,0.3064037590290667,0.39174049991171955,0.5652655923179566,0.22322154115283865,0.9038553921045889,0.32805981130798045,0.5244476551098955
0.46604551155706986,0.7141009055631002,0.036018792413301526,0.5374703087886417,0.49049467175373707,1.0,0.4005167958656273,0.24395187234587468,0.030878859857480734,0.71649169921875,0.5285319982028227,0.017041558085253428,0.09631320398963794,0.14664410603484157,0.008727180741175289,0.5797399495820343,0.8973892405062998,0.01111189751566144,0.408238489394563,0.9451563300870021,0.02221375983742746,0.40685618729088446,0.0,0.0,0.48363276105997954,0.24549326398710036,0.415105019979805,0.630230583601417,0.2455493272125011,0.6142152571685244,0.4102360217297587,0.3839578777932502
0.8390372095800842,0.4786545924953316,0.07464764224789633,0.04637767220901878,0.8023286409682981,0.42930758944585534,0.8510981912143905,0.6397825247715474,0.13744464971703962,0.08941650390622158,0.4324411066178868,0.03771773419286717,0.04828065300463891,0.30513254371089715,0.02774147308068109,0.10209632479765673,0.8863924050632477,0.01847264491462397,0.7778711846870578,0.9431060994356812,0.029195227214870556,0.7086956521739012,0.2786885245877784,0.0085635359117191,0.9149311050990434,0.39084166456294156,0.6629542148777006,0.08809703635847654,0.19743758024083036,0.18148845997825447,0.7779874722232307,0.6912347217307229
0.5628023651676131,0.5743855109976721,0.07586566904456049,0.29370546318295965,0.6200499934219295,0.9003294086950859,0.7684754521963839,0.7246171663878016,0.29509398551370225,0.5697631835937784,0.6150587329097732,0.03154574132490495,0.6192626407979276,0.2760857304004958,0.01454530123525899,0.020764229799624445,0.9036392405063793,0.013164413617261062,0.6164640455251345,0.9661711942592319,0.015359228230408917,0.4391304347823848,0.0,0.0005524861879848686,0.6533517076387199,0.5945977981847221,0.7102945403032379,0.5173720603479808,0.678053921844679,0.11314772508916349,0.6167430749967195,0.41533135845094193
0.46037149853677306,0.8913324708928485,0.047677048894968266,0.5469714964371235,0.49329035653207143,0.9999673852777136,0.3915374677002035,0.2741281688328314,0.03750623148881971,0.6845703125,0.5076705821940095,0.01248114113288068,0.1114970475859991,0.1897913141567642,0.006492685189101621,0.13128565742337628,0.8934335443036616,0.0145799419632624,0.8852819451629728,0.9651460789339126,0.022467631378333408,0.40685618729088446,0.0,0.00041436464096022974,0.4894441014807285,0.2867635016589958,0.4003962412519826,0.5809186166659117,0.2652346969151722,0.21820889467736038,0.8864631054170786,0.4190015369175626
