event_id,begin_time_utc,begin_lat,begin_lon,cape,cin,temp_2m,dewpoint_2m,surface_pressure,tcwv,shear_0_1km,shear_0_3km,ef_category,ef_binary,tor_f_scale_raw,cz_timezone,begin_date_time_raw
460451,2013-06-13T20:00:00+00:00,39.08,-77.32,1592.0,40.31285858154297,301.2236328125,291.237060546875,98500.75,46.82099151611328,9.583462700378488,17.520800435282386,0,0,EF0,EST-5,13-JUN-13 14:38:00
470256,2013-07-23T04:00:00+00:00,39.628,-76.182,1562.625,4.85957145690918,297.4228515625,295.553955078125,99911.875,58.22386169433594,5.947447831347238,9.381002032240174,0,0,EF0,EST-5,22-JUL-13 23:12:00
475785,2013-10-04T23:00:00+00:00,42.4918,-96.59,656.875,18.421985626220703,294.00048828125,292.4200134277344,95662.4375,31.240013122558594,10.827809298662682,19.422489993273,0,0,EF0,CST-6,04-OCT-13 17:25:00
493425,2013-10-04T23:00:00+00:00,42.3941,-96.7337,777.3125,27.656360626220703,295.63427734375,293.1387634277344,95583.4375,31.231224060058594,10.663733049818468,19.093211410206507,0,0,EF0,CST-6,04-OCT-13 16:59:00
462912,2013-07-23T21:00:00+00:00,40.694,-80.943,576.0,61.18906784057617,301.550537109375,290.886474609375,96597.625,37.05242156982422,3.8593776257502252,10.833143159701628,0,0,EF0,EST-5,23-JUL-13 16:22:00
444951,2013-06-05T00:00:00+00:00,46.43,-97.03,315.5,,290.693603515625,286.453369140625,97754.75,23.143245697021484,6.694574591005715,16.946435600171586,0,0,EF0,CST-6,04-JUN-13 18:16:00
451880,2013-06-26T04:00:00+00:00,46.65,-96.42,2572.875,26.546955108642578,295.728759765625,292.654296875,96714.5,49.260337829589844,13.110231611822634,7.457093582032515,0,0,EF0,CST-6,25-JUN-13 22:25:00
457661,2013-05-09T00:00:00+00:00,38.9745,-99.1969,757.0,100.64797973632812,294.96923828125,285.760498046875,94032.25,25.573505401611328,3.8498399360802007,3.1054852860048925,0,0,EF0,CST-6,08-MAY-13 17:30:00
444291,2013-05-16T20:00:00+00:00,32.3331,-93.7995,1225.0,10.140690803527832,298.087890625,291.24993896484375,100123.625,45.13250732421875,7.374072721616602,12.788775015872188,0,0,EF0,CST-6,16-MAY-13 14:06:00
458103,2013-05-20T22:00:00+00:00,37.5055,-101.88,6.75,,295.2998046875,275.6241455078125,88911.4375,13.24254035949707,0.07821026478462538,1.9452581972385368,0,0,EF0,CST-6,20-MAY-13 16:05:00
458104,2013-05-20T22:00:00+00:00,37.4688,-101.9445,6.75,,295.2998046875,275.6241455078125,88911.4375,13.24254035949707,0.07821026478462538,1.9452581972385368,0,0,EF0,CST-6,20-MAY-13 15:50:00
462409,2013-06-02T20:00:00+00:00,34.49,-82.79,808.0,36.031394958496094,298.446044921875,291.890869140625,98388.9375,45.45054626464844,5.613222642549296,11.597159063329466,1,0,EF1,EST-5,02-JUN-13 15:09:00
439870,2013-04-09T03:00:00+00:00,40.0656,-101.4581,785.0625,233.57823181152344,283.874267578125,282.5813293457031,89181.5625,21.03659439086914,0.6327426757028273,23.39277164092013,1,0,EF1,MST-7,08-APR-13 20:06:00
488245,2013-07-26T20:00:00+00:00,33.943,-96.731,1681.875,50.01564407348633,303.012939453125,295.580078125,98787.625,49.0663948059082,4.585072329762383,13.280222616978161,0,0,EF0,CST-6,26-JUL-13 14:25:00
451248,2013-05-09T23:00:00+00:00,39.5158,-89.1932,248.125,7.59385347366333,292.86279296875,290.272705078125,98824.625,31.62901496887207,9.796996850792373,14.678195586207408,0,0,EF0,CST-6,09-MAY-13 16:41:00
451070,2013-06-01T01:00:00+00:00,40.5356,-87.2048,1299.4375,0.671885073184967,296.537353515625,292.96759033203125,98366.75,37.46645736694336,13.327316658650103,13.488560138424917,0,0,EF0,EST-5,31-MAY-13 19:30:00
444523,2013-04-11T01:00:00+00:00,38.6099,-90.2867,96.75,145.0156707763672,294.799072265625,289.680908203125,98760.875,37.56698226928711,16.50909675180376,17.041173792002866,0,0,EF0,CST-6,10-APR-13 19:10:00
456906,2013-05-07T22:00:00+00:00,43.8993,-112.4874,116.9375,12.953130722045898,295.10498046875,274.895263671875,84557.0,12.175163269042969,0.10753037926680065,1.248414630256057,0,0,EF0,MST-7,07-MAY-13 15:10:00
458164,2013-05-30T00:00:00+00:00,37.77,-101.47,627.875,,301.434326171875,276.7861328125,88645.9375,19.328426361083984,3.1113361124172987,14.189929136388931,0,0,EF0,CST-6,29-MAY-13 18:00:00
458166,2013-05-30T00:00:00+00:00,37.7666,-101.387,627.875,,301.434326171875,276.7861328125,88645.9375,19.328426361083984,3.1113361124172987,14.189929136388931,0,0,EF0,CST-6,29-MAY-13 18:20:00
