event_id,begin_time_utc,begin_lat,begin_lon,cape,cin,temp_2m,dewpoint_2m,surface_pressure,tcwv,shear_0_1km,shear_0_3km,ef_category,ef_binary,tor_f_scale_raw,cz_timezone,begin_date_time_raw
408409,2012-10-14T02:00:00+00:00,37.2772,-93.4429,426.125,1.3283559083938599,292.678955078125,291.119873046875,96620.5,46.63990783691406,15.091603766117586,19.5443237141291,0,0,EF0,CST-6,13-OCT-12 19:53:00
423947,2012-12-09T22:00:00+00:00,30.7625,-89.5228,417.4375,,294.162841796875,293.66534423828125,100551.375,34.34415817260742,9.172520494445317,11.498532419587297,0,0,EF0,CST-6,09-DEC-12 15:50:00
417985,2012-12-20T04:00:00+00:00,35.399,-94.119,655.84375,29.35563087463379,291.7821044921875,288.89617919921875,98017.3125,32.94154357910156,15.29809688916426,21.060910360991684,1,0,EF1,CST-6,19-DEC-12 21:46:00
359288,2012-03-03T11:00:00+00:00,34.072,-81.076,19.0625,81.53345489501953,291.7447509765625,289.58673095703125,99512.8125,34.69459915161133,18.962577036588687,25.894024630050705,0,0,EF0,EST-5,03-MAR-12 05:35:00
426572,2012-12-25T16:00:00+00:00,31.2131,-95.1956,303.125,2.7387535572052,287.3836669921875,287.1244201660156,99136.9375,26.353416442871094,16.125131500213442,25.851241479470293,0,0,EF0,CST-6,25-DEC-12 09:40:00
364837,2012-02-24T22:00:00+00:00,32.8819,-80.8933,701.625,12.65628433227539,295.157958984375,288.66009521484375,100391.0,41.318077087402344,19.386778563241407,25.799762279347423,1,0,EF1,EST-5,24-FEB-12 17:09:00
362795,2012-03-23T19:00:00+00:00,31.434,-84.9487,177.5,41.84552764892578,298.525634765625,289.0296630859375,100557.5,39.80633544921875,4.12851982897314,6.417398588749636,0,0,EF0,EST-5,23-MAR-12 14:20:00
416427,2012-10-19T23:00:00+00:00,39.609,-76.504,568.6875,5.656482696533203,290.59423828125,289.261962890625,98944.5625,25.295480728149414,10.113720625643918,15.735557482521891,0,0,EF0,EST-5,19-OCT-12 18:07:00
362971,2012-03-15T23:00:00+00:00,41.8623,-83.567,1603.625,117.18769073486328,294.0771484375,288.43658447265625,99321.6875,32.004859924316406,9.222620457640557,8.583623622331983,0,0,EF0,EST-5,15-MAR-12 17:50:00
364438,2012-04-04T00:00:00+00:00,32.965,-93.991,1031.375,264.6875915527344,296.5390625,293.336669921875,99941.5,42.6915283203125,9.767917819953231,15.18572104909441,0,0,EF0,CST-6,03-APR-12 18:08:00
358538,2012-02-24T18:00:00+00:00,33.7119,-81.3239,1056.375,28.829317092895508,296.784912109375,291.96295166015625,99301.9375,42.12886047363281,17.18726397789081,29.482329816949846,1,0,EF1,EST-5,24-FEB-12 13:11:00
358539,2012-02-24T19:00:00+00:00,33.7026,-80.537,1159.75,17.908477783203125,298.8720703125,290.043701171875,99916.4375,40.54092025756836,16.578400197958477,28.74617660792111,0,0,EF0,EST-5,24-FEB-12 13:51:00
355654,2012-01-25T18:00:00+00:00,30.46,-94.43,812.28125,42.45331954956055,293.88238525390625,290.731689453125,100347.75,44.44066619873047,16.43493913874246,21.805052280644393,0,0,EF0,CST-6,25-JAN-12 12:10:00
421430,2012-12-26T20:00:00+00:00,34.79,-76.67,910.875,12.437702178955078,291.293212890625,289.58258056640625,99994.1875,38.280029296875,18.00130873839189,24.244729442064152,1,0,EF1,EST-5,26-DEC-12 14:58:00
411526,2012-10-23T00:00:00+00:00,39.045,-121.091,71.75,14.062647819519043,287.09326171875,281.185302734375,97500.9375,13.71158504486084,8.205663704313949,11.370248272009546,1,0,EF1,PST-8,22-OCT-12 16:28:00
355656,2012-01-25T18:00:00+00:00,30.5388,-94.1903,861.375,41.50019454956055,294.49468994140625,290.660400390625,100521.75,44.87425994873047,15.80838135641148,21.54648749928774,0,0,EF0,CST-6,25-JAN-12 12:28:00
355657,2012-01-25T19:00:00+00:00,30.6494,-93.9221,785.5625,3.31251859664917,293.7457580566406,291.4663391113281,100526.8125,45.907875061035156,17.191710580908364,22.979176158628228,1,0,EF1,CST-6,25-JAN-12 12:57:00
355658,2012-01-25T19:00:00+00:00,30.75,-94.02,788.6875,5.50001859664917,294.1139221191406,290.9468078613281,100221.8125,45.274085998535156,16.37180863025982,21.78612385721931,0,0,EF0,CST-6,25-JAN-12 12:45:00
355659,2012-01-25T20:00:00+00:00,31.1,-93.54,895.5,14.79703140258789,293.3138427734375,291.1370849609375,100032.4375,43.96160125732422,18.106719618895315,20.978258853077588,0,0,EF0,CST-6,25-JAN-12 13:33:00
355668,2012-01-25T21:00:00+00:00,31.33,-92.72,718.9375,14.390728950500488,294.61834716796875,290.7978515625,100386.625,39.634971618652344,17.58462441674173,18.964304742402387,0,0,EF0,CST-6,25-JAN-12 15:15:00
355670,2012-01-25T21:00:00+00:00,31.14,-92.73,835.3125,0.8282285928726196,294.18865966796875,291.4501953125,100382.625,38.684776306152344,17.86815084834867,18.980861159608587,0,0,EF0,CST-6,25-JAN-12 15:02:00
355037,2012-01-25T17:00:00+00:00,31.912,-94.692,95.5625,,290.74127197265625,289.7978820800781,99598.8125,38.30195617675781,14.830039882836468,31.689301538252153,1,0,EF1,CST-6,25-JAN-12 10:32:00
361948,2012-03-20T17:00:00+00:00,31.6453,-93.5389,399.625,27.42687225341797,295.730712890625,290.7822265625,99872.3125,40.21980667114258,16.574252628746155,20.808251060172648,0,0,EF0,CST-6,20-MAR-12 10:36:00
355672,2012-01-25T22:00:00+00:00,31.27,-92.33,259.4375,17.046920776367188,292.63043212890625,290.79351806640625,100711.9375,38.14438247680664,16.044734975944163,14.290463305007387,0,0,EF0,CST-6,25-JAN-12 15:52:00
356064,2012-01-26T00:00:00+00:00,29.7179,-92.7626,340.5625,54.5468864440918,293.3223571777344,291.25201416015625,101111.5625,41.36176300048828,13.592822510596987,16.34035361289622,0,0,EF0,CST-6,25-JAN-12 18:21:00
356069,2012-01-26T02:00:00+00:00,30.2286,-92.1415,451.75,20.73719024658203,294.0565490722656,291.78668212890625,101065.5,40.842620849609375,13.463195957916112,16.431234939127393,0,0,EF0,CST-6,25-JAN-12 19:58:00
361954,2012-03-21T02:00:00+00:00,31.7434,-93.0481,127.375,0.7188008427619934,292.01123046875,291.5819396972656,100267.8125,41.460323333740234,15.335944521003992,22.652453831564365,0,0,EF0,CST-6,20-MAR-12 20:28:00
361952,2012-03-20T18:00:00+00:00,31.9848,-92.8863,727.375,31.056217193603516,297.53515625,290.9095764160156,100111.8125,39.32029342651367,16.952573313787163,18.734282728892204,0,0,EF0,CST-6,20-MAR-12 12:16:00
432100,2012-08-31T20:00:00+00:00,39.1126,-90.4656,489.625,66.20063018798828,297.20654296875,295.8740234375,99599.5625,57.36698913574219,12.743364804913467,17.025320136388864,0,0,EF0,CST-6,31-AUG-12 13:36:00
365372,2012-04-11T20:00:00+00:00,32.0995,-94.9101,1471.3125,,300.08447265625,292.120849609375,100367.8125,32.26877975463867,1.634213888813123,6.001452120451754,0,0,EF0,CST-6,11-APR-12 13:51:00
365373,2012-04-11T20:00:00+00:00,31.9918,-94.7454,1816.5625,60.281272888183594,299.76416015625,292.422607421875,100377.8125,31.967998504638672,1.1778974202364465,6.034785779574228,0,0,EF0,CST-6,11-APR-12 14:22:00
361956,2012-03-21T08:00:00+00:00,32.0508,-92.4855,672.125,3.2656257152557373,290.7373046875,290.25146484375,100204.9375,39.66033172607422,22.749373108003216,25.15852833609088,0,0,EF0,CST-6,21-MAR-12 02:14:00
417663,2012-12-25T22:00:00+00:00,31.36,-86.13,139.125,1.6433647871017456,292.1691589355469,290.677978515625,99737.6875,27.340869903564453,17.188211231873566,20.908082381478334,0,0,EF0,CST-6,25-DEC-12 15:31:00
