XIIIIIII,YIIIIIII,ZIIIIIII,IXIIIIII,IYIIIIII,IZIIIIII,IIXIIIII,IIYIIIII,IIZIIIII,IIIXIIII,IIIYIIII,IIIZIIII,IIIIXIII,IIIIYIII,IIIIZIII,IIIIIXII,IIIIIYII,IIIIIZII,IIIIIIXI,IIIIIIYI,IIIIIIZI,IIIIIIIX,IIIIIIIY,IIIIIIIZ
0.9987322292676026,0.9980008858349549,0.9187819856704067,0.9986781928761985,0.9957967100027219,1.0,0.9993720489802058,0.996724746472708,1.0,0.9991641835181326,0.9983127246489119,1.0,0.998893937237014,0.998210710529591,1.0,0.9982963058436098,0.998086380808374,1.0,0.9951705656273617,0.7461876442833528,0.927615232443074,1.0,1.0,0.9193292433538218
0.9985586421979633,0.9975539780776614,1.0,0.9982241223067518,0.9971184244211457,1.0,0.9991140691025464,0.9980531567544233,1.0,0.999197041168614,0.9982638725786614,1.0,0.9991709338246721,0.9984152597877909,1.0,0.9976357719386755,0.9979533586203075,1.0,0.9481579675176874,0.7080534192075305,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999307602138515,0.9968437139629884,0.9927072671444037,0.9982087300840732,0.9968207409936412,1.0,0.99924605880733,0.998049088116403,1.0,0.9991005218207363,0.997970760156889,1.0,0.9990862959785147,0.9983987305547828,1.0,0.997810974529358,0.998156692536341,1.0,0.9481198203267525,0.7080164371169104,0.9926597428289199,1.0,1.0,0.9927361963191359
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9985527909484375,0.997545997581966,1.0,0.9982241223067518,0.9971184244211457,1.0,0.9991140691025464,0.9980531567544233,1.0,0.999197041168614,0.9982638725786614,1.0,0.9991709338246721,0.9984152597877909,1.0,0.9976357719386755,0.9979533586203075,1.0,0.9481579675176874,0.7080534192075305,1.0,1.0,1.0,1.0
0.9985527909484517,0.997545997581966,1.0,0.9982241223067518,0.9971184244211457,1.0,0.9991140691025464,0.9980531567544233,1.0,0.999197041168614,0.9982638725786614,1.0,0.9991709338246721,0.9984152597877909,1.0,0.9976357719386755,0.9979533586203075,1.0,0.9481579675176874,0.7080534192075305,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9985391380328537,0.9975479927059041,1.0,0.9982241223067518,0.9971184244211457,0.9999989550679231,0.9991140691025464,0.9980531567544233,0.9999990205680689,0.9991990947717682,0.9982638725786614,1.0,0.9991709338246721,0.9984152597877909,1.0,0.9976377857615546,0.9979533586203075,1.0,0.9481579675176874,0.7080534192075305,0.9999990108803161,1.0,1.0,0.9999989775051148
0.997509318114794,0.9988448232519858,0.6072364380757378,0.9979509103538504,0.9972732198034748,0.6069393939394274,0.9967022572240012,0.9994832829838742,0.6070587659157312,0.9982503301166759,0.997234221250892,0.6062981366460107,0.9979321435302921,0.9986611321283192,0.6082136409228198,0.9984010246332673,0.9999714952454042,0.6075041753653849,0.9478794930238479,0.7077333818841538,0.6071918892185408,1.0,1.0,0.6072055214724301
0.9985527909484375,0.997545997581966,1.0,0.9982241223067518,0.9971184244211457,1.0,0.9991140691025464,0.9980531567544233,1.0,0.999197041168614,0.9982638725786614,1.0,0.9991709338246721,0.9984152597877909,1.0,0.9976357719386755,0.9979533586203075,1.0,0.9481579675176874,0.7080534192075305,1.0,1.0,1.0,1.0
0.9985527909484375,0.997545997581966,1.0,0.9982241223067518,0.9971184244211457,1.0,0.9991140691025464,0.9980531567544233,1.0,0.999197041168614,0.9982638725786614,1.0,0.9991709338246721,0.9984152597877909,1.0,0.9976357719386755,0.9979533586203075,1.0,0.9481579675176874,0.7080534192075305,1.0,1.0,1.0,1.0
0.9988843617555716,0.997059187346153,0.9965148413512139,0.9982356664737324,0.9966083934819494,0.9965600835946731,0.9993120536597502,0.9983094809434618,0.9964495592558436,0.9990882002017543,0.9981887155473288,0.9965496894410606,0.9990939903279639,0.9986879921319058,0.9965586760282577,0.9976700069275921,0.9980825801743123,0.9965427974949037,0.9481655969558034,0.708076177417226,0.9965410484670585,1.0,1.0,0.9964948875256923
0.9985527909484375,0.997545997581966,1.0,0.9982241223067518,0.9971184244211457,1.0,0.9991140691025464,0.9980531567544233,1.0,0.999197041168614,0.9982638725786614,1.0,0.9991709338246721,0.9984152597877909,1.0,0.9976357719386755,0.9979533586203075,1.0,0.9481579675176874,0.7080534192075305,1.0,1.0,1.0,1.0
0.9985527909484375,0.997545997581966,1.0,0.9982241223067518,0.9971184244211457,1.0,0.9991140691025464,0.9980531567544233,1.0,0.999197041168614,0.9982638725786614,1.0,0.9991709338246721,0.9984152597877909,1.0,0.9976357719386755,0.9979533586203075,1.0,0.9481579675176874,0.7080534192075305,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9985527909484375,0.997545997581966,1.0,0.9982241223067518,0.9971184244211457,1.0,0.9991140691025464,0.9980531567544233,1.0,0.999197041168614,0.9982638725786614,1.0,0.9991709338246721,0.9984152597877909,1.0,0.9976357719386755,0.9979533586203075,1.0,0.9481579675176874,0.7080534192075305,1.0,1.0,1.0,1.0
0.9985527909484375,0.997545997581966,1.0,0.9982241223067518,0.9971184244211457,1.0,0.9991140691025464,0.9980531567544233,1.0,0.999197041168614,0.9982638725786614,1.0,0.9991709338246721,0.9984152597877909,1.0,0.9976357719386755,0.9979533586203075,1.0,0.9481579675176874,0.7080534192075305,1.0,1.0,1.0,1.0
0.9996606275271063,0.9972207923834588,0.9935465711362355,0.9983164756429659,0.9968485247800771,1.0,0.9990800717544204,0.9982159022712409,1.0,0.9991477546931691,0.9980327647076734,1.0,0.9992459537336345,0.9985908828881804,1.0,0.9978009054149339,0.9981091846120194,1.0,0.9480893025739618,0.7080377729384679,0.9935242334323036,1.0,1.0,0.9935950920247123
0.9985527909484375,0.997545997581966,1.0,0.9982241223067518,0.9971184244211457,1.0,0.9991140691025464,0.9980531567544233,1.0,0.999197041168614,0.9982638725786614,1.0,0.9991709338246721,0.9984152597877909,1.0,0.9976357719386755,0.9979533586203075,1.0,0.9481579675176874,0.7080534192075305,1.0,1.0,1.0,1.0
0.9985527909484375,0.997545997581966,1.0,0.9982241223067518,0.9971184244211457,1.0,0.9991140691025464,0.9980531567544233,1.0,0.999197041168614,0.9982638725786614,1.0,0.9991709338246721,0.9984152597877909,1.0,0.9976357719386755,0.9979533586203075,1.0,0.9481579675176874,0.7080534192075305,1.0,1.0,1.0,1.0
0.9990618496579771,0.9970272653634424,0.8035097236437849,0.9989206203838421,0.9976344090288336,1.0,0.9963742828059026,0.9998514947158128,1.0,0.9986364075088545,0.9975799435943884,1.0,0.9991113026148213,0.9991136198811716,1.0,0.9983305408323133,0.9985196530780769,1.0,0.9481198203267098,0.7079396281592523,0.8036132542037535,1.0,1.0,0.8038425357872896
0.9985547413649556,0.9975479927058899,1.0,0.9982241223067518,0.9971184244211457,1.0,0.9991140691025464,0.9980531567544233,1.0,0.999197041168614,0.9982638725786614,1.0,0.9991709338246721,0.9984152597877909,1.0,0.9976357719386755,0.9979533586203075,1.0,0.9481579675176874,0.7080534192075305,1.0,1.0,1.0,1.0
0.9985586421979633,0.997563953697238,0.9999907881269152,0.9982452866129705,0.9971283472020644,0.999991640543378,0.9991220684785844,0.99805112243547,0.9999931439764964,0.9991929339623056,0.9982732672075656,0.9999948240165679,0.9991613158876476,0.9984214582501636,0.9999929789368096,0.9976297304700381,0.9979628602051491,0.9999916492693188,0.9481560601581549,0.70805484159564,0.9999891196834838,1.0,1.0,0.9999948875255669
0.9985527909484375,0.997545997581966,1.0,0.9982241223067518,0.9971184244211457,1.0,0.9991140691025464,0.9980531567544233,1.0,0.999197041168614,0.9982638725786614,1.0,0.9991709338246721,0.9984152597877909,1.0,0.9976357719386755,0.9979533586203075,1.0,0.9481579675176874,0.7080534192075305,1.0,1.0,1.0,1.0
0.9985527909484375,0.997545997581966,1.0,0.9982241223067518,0.9971184244211457,1.0,0.9991140691025464,0.9980531567544233,1.0,0.999197041168614,0.9982638725786614,1.0,0.9991709338246721,0.9984152597877909,1.0,0.9976357719386755,0.9979533586203075,1.0,0.9481579675176874,0.7080534192075305,1.0,1.0,1.0,1.0
0.9985547413649414,0.9975539780776614,1.0,0.9982241223067518,0.9971184244211457,1.0,0.9991140691025464,0.9980531567544233,1.0,0.999197041168614,0.9982638725786614,1.0,0.9991709338246721,0.9984152597877909,1.0,0.9976357719386755,0.9979533586203075,1.0,0.9481579675176874,0.7080534192075305,1.0,1.0,1.0,1.0
0.9985332867833137,0.9975400122102371,1.0,0.9982279703624215,0.9971184244211457,0.9999989550679231,0.9991140691025464,0.9980551910733766,0.9999990205680689,0.9991990947717682,0.998265751504448,1.0,0.9991690102372672,0.9984131936336667,1.0,0.9976357719386755,0.9979533586203075,1.0,0.9481579675176874,0.7080534192075305,0.9999990108803161,1.0,1.0,0.9999989775051148
0.9976165910229753,0.995804254402259,0.8970910951891824,0.9976969386793542,0.9980729959453924,0.8970553814000795,0.9992000623950759,0.9971356789030779,0.8968726738490176,0.9988540894428581,0.9978993609772004,0.8969596273290392,0.999022817593783,0.9991384137306341,0.8978174523570033,0.9978834721528642,0.9986032670247198,0.8975751565761172,0.9485604203820088,0.7080647983123924,0.8970524233430623,1.0,1.0,0.8972177914109523
